tokenID,token_name,display_name,blockchain,address,audit,dextoolslink,tokensnifferlink,img_path
95,anchor,Anchor,ethereum,0x5456bc77dd275c45c3c15f0cf936b763cf57c3b5,-1/10,https://www.dextools.io/app/ether/pair-explorer/0x5456bc77dd275c45c3c15f0cf936b763cf57c3b5,https://tokensniffer.com/token/0x5456bc77dd275c45c3c15f0cf936b763cf57c3b5,https://s2.coinmarketcap.com/static/img/coins/64x64/4901.png
96,govi,Govi,ethereum,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,6.0/10,https://www.dextools.io/app/ether/pair-explorer/0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,https://tokensniffer.com/token/0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,https://s2.coinmarketcap.com/static/img/coins/64x64/8408.png
97,cyberfi,CyberFi Token,ethereum,0x63b4f3e3fa4e438698ce330e365e831f7ccd1ef4,9/10,https://www.dextools.io/app/ether/pair-explorer/0x63b4f3e3fa4e438698ce330e365e831f7ccd1ef4,https://tokensniffer.com/token/0x63b4f3e3fa4e438698ce330e365e831f7ccd1ef4,https://s2.coinmarketcap.com/static/img/coins/64x64/7699.png
98,yflink,YF Link,ethereum,0x28cb7e841ee97947a86B06fA4090C8451f64c0be,5.0/10,https://www.dextools.io/app/ether/pair-explorer/0x28cb7e841ee97947a86B06fA4090C8451f64c0be,https://tokensniffer.com/token/0x28cb7e841ee97947a86B06fA4090C8451f64c0be,https://s2.coinmarketcap.com/static/img/coins/64x64/6407.png
99,tiger-king,Tiger King,ethereum,0x24e89bdf2f65326b94e36978a7edeac63623dafa,4.0/10,https://www.dextools.io/app/ether/pair-explorer/0x24e89bdf2f65326b94e36978a7edeac63623dafa,https://tokensniffer.com/token/0x24e89bdf2f65326b94e36978a7edeac63623dafa,https://s2.coinmarketcap.com/static/img/coins/64x64/9854.png
100,upbots,UpBots,ethereum,0x8564653879a18C560E7C0Ea0E084c516C62F5653,8.5/10,https://www.dextools.io/app/ether/pair-explorer/0x8564653879a18C560E7C0Ea0E084c516C62F5653,https://tokensniffer.com/token/0x8564653879a18C560E7C0Ea0E084c516C62F5653,https://s2.coinmarketcap.com/static/img/coins/64x64/7040.png
101,dotmoovs,Dotmoovs,ethereum,0x24ec2ca132abf8f6f8a6e24a1b97943e31f256a7,9/10,https://www.dextools.io/app/ether/pair-explorer/0x24ec2ca132abf8f6f8a6e24a1b97943e31f256a7,https://tokensniffer.com/token/0x24ec2ca132abf8f6f8a6e24a1b97943e31f256a7,https://s2.coinmarketcap.com/static/img/coins/64x64/10046.png
102,apix,APIX,ethereum,0xf51EBf9a26DbC02B13F8B3a9110dac47a4d62D78,3.5/10,https://www.dextools.io/app/ether/pair-explorer/0xf51EBf9a26DbC02B13F8B3a9110dac47a4d62D78,https://tokensniffer.com/token/0xf51EBf9a26DbC02B13F8B3a9110dac47a4d62D78,https://s2.coinmarketcap.com/static/img/coins/64x64/5258.png
103,tenx,TenX,ethereum,0xb97048628db6b661d4c2aa833e95dbe1a905b280,5/10,https://www.dextools.io/app/ether/pair-explorer/0xb97048628db6b661d4c2aa833e95dbe1a905b280,https://tokensniffer.com/token/0xb97048628db6b661d4c2aa833e95dbe1a905b280,https://s2.coinmarketcap.com/static/img/coins/64x64/1758.png
104,furucombo,Furucombo,ethereum,0xfFffFffF2ba8F66D4e51811C5190992176930278,4.0/10,https://www.dextools.io/app/ether/pair-explorer/0xfFffFffF2ba8F66D4e51811C5190992176930278,https://tokensniffer.com/token/0xfFffFffF2ba8F66D4e51811C5190992176930278,https://s2.coinmarketcap.com/static/img/coins/64x64/8259.png
105,bifi,BiFi,ethereum,0x2791bfd60d232150bff86b39b7146c0eaaa2ba81,10/10,https://www.dextools.io/app/ether/pair-explorer/0x2791bfd60d232150bff86b39b7146c0eaaa2ba81,https://tokensniffer.com/token/0x2791bfd60d232150bff86b39b7146c0eaaa2ba81,https://s2.coinmarketcap.com/static/img/coins/64x64/8132.png
106,rocket-vault-rocketx,RocketX,ethereum,0xdc8af07a7861bedd104b8093ae3e9376fc8596d2,8.0/10,https://www.dextools.io/app/ether/pair-explorer/0xdc8af07a7861bedd104b8093ae3e9376fc8596d2,https://tokensniffer.com/token/0xdc8af07a7861bedd104b8093ae3e9376fc8596d2,https://s2.coinmarketcap.com/static/img/coins/64x64/9176.png
107,hord,Hord,ethereum,0x43a96962254855f16b925556f9e97be436a43448,6.5/10,https://www.dextools.io/app/ether/pair-explorer/0x43a96962254855f16b925556f9e97be436a43448,https://tokensniffer.com/token/0x43a96962254855f16b925556f9e97be436a43448,https://s2.coinmarketcap.com/static/img/coins/64x64/9198.png
108,crpt,Crypterium,ethereum,0x08389495D7456E1951ddF7c3a1314A4bfb646d8B,7/10,https://www.dextools.io/app/ether/pair-explorer/0x08389495D7456E1951ddF7c3a1314A4bfb646d8B,https://tokensniffer.com/token/0x08389495D7456E1951ddF7c3a1314A4bfb646d8B,https://s2.coinmarketcap.com/static/img/coins/64x64/2447.png
109,salt,SALT,ethereum,0x4156D3342D5c385a87D264F90653733592000581,8.5/10,https://www.dextools.io/app/ether/pair-explorer/0x4156D3342D5c385a87D264F90653733592000581,https://tokensniffer.com/token/0x4156D3342D5c385a87D264F90653733592000581,https://s2.coinmarketcap.com/static/img/coins/64x64/1996.png
110,axia-coin,AXIA Coin,ethereum,0x37c430c2b5f9ff85e534873c715871818ab1623e,8.0/10,https://www.dextools.io/app/ether/pair-explorer/0x37c430c2b5f9ff85e534873c715871818ab1623e,https://tokensniffer.com/token/0x37c430c2b5f9ff85e534873c715871818ab1623e,https://s2.coinmarketcap.com/static/img/coins/64x64/14542.png
111,contracoin,CONTRACOIN,ethereum,0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,3.0/10,https://www.dextools.io/app/ether/pair-explorer/0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,https://tokensniffer.com/token/0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,https://s2.coinmarketcap.com/static/img/coins/64x64/5313.png
